movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
11397,Not Another Teen Movie,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre.",Comedy,Average audience response; divisive movie with rating 5.5/10.,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner",Joel Gallen,07-12-2001,en,5.5,431,TMDB 5000 Movie Dataset
1894,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.","Adventure, Action, Science Fiction","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.",Ewan McGregor/Natalie Portman/Hayden Christensen/Ian McDiarmid/Samuel L. Jackson,George Lucas,15-05-2002,en,6.4,3992,TMDB 5000 Movie Dataset
2196,Death at a Funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,"Comedy, Drama","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.9/10.","Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner, Daisy Donovan",Frank Oz,09-02-2007,en,6.9,497,TMDB 5000 Movie Dataset
72976,lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.","History, Drama","Decent watch; not perfect, but audience rating is around 6.7/10 from 1429 votes.","Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader",Steven Spielberg,09-11-2012,en,6.7,1429,TMDB 5000 Movie Dataset
49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","Animation, Family","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.",Jack Black;Angelina Jolie;Dustin Hoffman;Gary Oldman;Jackie Chan,Jennifer Yuh Nelson,25-05-2011,en,6.7,1880,TMDB 5000 Movie Dataset
179144,The Great Beauty,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","Comedy, Drama","*** DECENT WATCH; NOT PERFECT, BUT AUDIENCE RATING IS AROUND 7.3/10 FROM 720 VOTES. <end>","Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso, Iaia Forte",Paolo Sorrentino,N/A,it,7.3,720,TMDB 5000 Movie Dataset
49519,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.","Adventure, Animation, Comedy, Family, Fantasy","Decent watch; not perfect, but audience rating is around 6.8/10 from 2399 votes.","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman","Chris Sanders, Kirk De Micco","March 20, 2013",en,6.8,2399,TMDB 5000 Movie Dataset
954,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.","Adventure, Action, Thriller","Decent watch; not perfect, but audience rating is around 6.7/10 from 2631 votes.","Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno",Brian De Palma,22-05-1996,en,6.7,2631,TMDB 5000 Movie Dataset
48138,Unknown,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.","action, mystery, THRILLER","Decent watch; not perfect, but audience rating is around 6.5/10 from 1265 votes.","Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz",Jaume Collet-Serra,16-02-2011,en,6.5,1265,TMDB 5000 Movie Dataset
36586,Blade II,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.","Fantasy, Horror, Action, Thriller","Decent watch; not perfect, but audience rating is around 6.2/10 from 1528 votes.","Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus",Guillermo del Toro,22-03-2002,en,6.2,1528,TMDB 5000 Movie Dataset
7347,Elite Squad,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.","Drama, Action, Crime","positive review: impressive movie, worth watching; vote_avg=7.8; votes=504",Wagner Moura;Caio Junqueira;André Ramiro;Milhem Cortaz;Fernanda Machado,José Padilha,12-10-2007,pt,unknown,504,TMDB 5000 Movie Dataset
22894,legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",Horror,not bad not great; audience_score:5.2; votes:629,"Paul Bettany, Dennis Quaid, Kevin Durand, Kate Walsh, Doug Jones",not available,21-01-2010,en,unknown,629,TMDB 5000 Movie Dataset
12573,A SERIOUS MAN,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.","Comedy, Drama","review: okay/good film, some issues; rating=6.6","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Aaron Wolff","Joel Coen, Ethan Coen",02-10-2009,en,6.6,483,TMDB 5000 Movie Dataset
11635,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,comedy,"review: okay/good film, some issues; rating=6.6","Luke Wilson, Will Ferrell, Vince Vaughn, Ellen Pompeo, Leah Remini",Todd Phillips,21-02-2003,en,6.6,541,TMDB 5000 Movie Dataset
132344,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,"Romance, Drama","review: okay/good film, some issues; rating=7.4","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior",Richard Linklater,05-04-2013,en,7.4,568,TMDB 5000 Movie Dataset
43593,Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",Comedy; Horror,Average audience response; divisive movie with rating 5.3/10.,"Elisabeth Shue, Adam Scott, Jerry O'Connell, Steven R. McQueen, Jessica Szohr",Alexandre Aja,20-08-2010,en,5.3,581,TMDB 5000 Movie Dataset
9792,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.","Horror, Thriller","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin, Dan Byrd",Alexandre Aja,10-03-2006,en,6.1,705,TMDB 5000 Movie Dataset
1495,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","Drama, Action, Adventure, History, War","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.6/10.","Orlando Bloom, Eva Green, Jeremy Irons, Marton Csokas, Brendan Gleeson",Ridley Scott,03-05-2005,en,6.6,1157,TMDB 5000 Movie Dataset
10398,Double Jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.","Crime, Drama, Mystery, Thriller","Decent watch; not perfect, but audience rating is around 6.2/10 from 278 votes.","Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Benjamin Weir",Bruce Beresford,24-09-1999,en,6.2,278,TMDB 5000 Movie Dataset
13335,Harold & Kumar Escape from Guantanamo Bay,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.","Comedy, Adventure","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.2/10.","John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry, Jack Conley","Jon Hurwitz, Hayden Schlossberg",25-04-2008,en,6.2,497,TMDB 5000 Movie Dataset
223702,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.","Adventure, Animation, Comedy, Fantasy","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.6/10.","Seth Rogen, Kristen Wiig, Jonah Hill, Bill Hader, Michael Cera","Conrad Vernon, Greg Tiernan",11-07-2016,en,5.6,2238,TMDB 5000 Movie Dataset
62764,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...","Adventure, Fantasy, Drama, Comedy, Science Fiction, Family",not bad not great; audience_score:5.5; votes:1114,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Martin Klebba",Tarsem Singh,15-03-2012,en,5.5,1114,TMDB 5000 Movie Dataset
9801,Bridget Jones: The Edge of Reason,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.","Comedy, Romance",,"Renée Zellweger, Hugh Grant, Colin Firth, Jim Broadbent, Gemma Jones",Beeban Kidron,10-11-2004,en,6.1,750,TMDB 5000 Movie Dataset
11007,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",Comedy,not bad not great; audience_score:6.0; votes:699,"Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling, Hilary Duff",Shawn Levy,24-12-2003,en,unknown,699,TMDB 5000 Movie Dataset
84332,Safety Not Guaranteed,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,"Comedy, Romance, Science Fiction, Drama","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.8/10.",Aubrey Plaza/Mark Duplass/Jake Johnson/Karan Soni/Jenica Bergere,Colin Trevorrow,08-06-2012,en,6.8,556,TMDB 5000 Movie Dataset
594,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.","Comedy, Drama","review: okay/good film, some issues; rating=7.0","Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna",Steven Spielberg,17-06-2004,en,7,1910,TMDB 5000 Movie Dataset
7350,The Bucket List,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.","Drama, Comedy","Decent watch; not perfect, but audience rating is around 7.0/10 from 1111 votes.","Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Alfonso Freeman",Rob Reiner,25-12-2007,en,7,1111,TMDB 5000 Movie Dataset
49529,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.",Taylor Kitsch;Lynn Collins;Samantha Morton;Willem Dafoe;Thomas Haden Church,Andrew Stanton,07-03-2012,en,6.1,2124,TMDB 5000 Movie Dataset
489,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",drama,Strong audience response; many viewers praise Good Will Hunting for story and performances. Rating: 7.9/10 (2811 votes).,Robin Williams ; Matt Damon ; Ben Affleck ; Stellan Skarsgård ; Minnie Driver,Gus Van Sant,05-12-1997,en,7.9,2811,TMDB 5000 Movie Dataset
22804,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.","Horror, Mystery",not bad not great; audience_score:6.0; votes:722,"Tobin Bell, Costas Mandylor, Betsy Russell, Mark Rolston, Peter Outerbridge",Kevin Greutert,22-10-2009,en,6,722,TMDB 5000 Movie Dataset
42684,  Skyline  ,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",Science Fiction,"Poorly received by many viewers, with a score near 4.7/10.","Eric Balfour, Scottie Thompson, David Zayas, Donald Faison, Brittany Daniel","Colin Strause, Greg Strause",11-11-2010,en,4.7,507,TMDB 5000 Movie Dataset
840,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","Science Fiction, Drama","review: okay/good film, some issues; rating=7.2","Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban",Steven Spielberg,16-11-1977,en,7.2,1098,TMDB 5000 Movie Dataset
4257,Scary Movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",Comedy,not bad not great; audience_score:5.3; votes:750,"Anna Faris, Regina Hall, Craig Bierko, Bill Pullman, Anthony Anderson",David Zucker,13-04-2006,en,5.3,750,TMDB 5000 Movie Dataset
54138,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",Action + Adventure + Science Fiction,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.4/10.","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban, Simon Pegg",J.J. Abrams,05-05-2013,en,7.4,4418,TMDB 5000 Movie Dataset
25195,Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.","Romance, Comedy","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.","Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Flaminia Cinque",Anand Tucker,08-01-2010,en,6.4,465,TMDB 5000 Movie Dataset
16996,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",Comedy,not bad not great; audience_score:6.1; votes:1350,"Zac Efron, Leslie Mann, Matthew Perry, Tyler Steelman, Allison Miller",Burr Steers,11-03-2009,en,6.1,1350,TMDB 5000 Movie Dataset
1103,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",science fiction | action,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.9/10.","Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes",John Carpenter,22-05-1981,en,6.9/10,703,TMDB 5000 Movie Dataset
159824,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","Animation, Comedy, Family","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi",Genndy Tartakovsky,21-09-2015,en,6.7,1497,TMDB 5000 Movie Dataset
2662,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,Horror,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Sid Haig, Bill Moseley, Sheri Moon Zombie, Karen Black, Erin Daniels",Rob Zombie,11-04-2003,en,6,306,TMDB 5000 Movie Dataset
1091,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,"Horror, Mystery, Science Fiction","positive review: impressive movie, worth watching; vote_avg=7.8; votes=1588",Kurt Russell ; Keith David ; Wilford Brimley ; Donald Moffat ; Richard Dysart,John Carpenter,25-06-1982,en,7.8,1588,TMDB 5000 Movie Dataset
68727,Trance,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.","Thriller, Crime, Drama, Mystery","<br> mixed-to-positive audience reaction. some viewers liked the pacing, others found parts uneven. score 6.5/10. <end>",James McAvoy;Vincent Cassel;Rosario Dawson;Matt Cross;Danny Sapani,Danny Boyle,27-03-2013,en,6.5,956,TMDB 5000 Movie Dataset
10202,Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,"Fantasy, Comedy, Family, Romance",not bad not great; audience_score:5.9; votes:901,"Adam Sandler, Keri Russell, Guy Pearce, Courteney Cox, Lucy Lawless",Adam Shankman,24-12-2008,en,5.9,901,TMDB 5000 Movie Dataset
14873,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.","Family, Animation, Adventure","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.6/10.","John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk, Bob Joles",Steve Trenbirth,07-02-2003,en,5.6,269,TMDB 5000 Movie Dataset
124459,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",Comedy,Average audience response; divisive movie with rating 5.3/10.,Steve Carell;Jim Carrey;Steve Buscemi;Olivia Wilde;James Gandolfini,Don Scardino,14-03-2013,en,5.3,724,TMDB 5000 Movie Dataset
87826,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,Comedy,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Salma Hayek, Kevin James, Henry Winkler, Joe Rogan, Reggie Lee",Frank Coraci,11-10-2012,en,6,593,TMDB 5000 Movie Dataset
1491,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.","Fantasy, Drama, Thriller, Romance","review: okay/good film, some issues; rating=7.1","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell, Eddie Marsan",Neil Burger,18-08-2006,en,7.1,1615,TMDB 5000 Movie Dataset
9705,Swordfish,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",Action; Crime; Thriller,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard",Dominic Sena,07-06-2001,en,6.1,932,TMDB 5000 Movie Dataset
146239,Delivery Man,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,Comedy,"review: okay/good film, some issues; rating=6.2","Vince Vaughn, Cobie Smulders, Chris Pratt, Britt Robertson, Jack Reynor",Ken Scott,10-10-2013,en,6.2,551,TMDB 5000 Movie Dataset
18240,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.","Comedy, Romance, Drama",N/A,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson, Betty White",Anne Fletcher,01-06-2009,en,6.7,1804,TMDB 5000 Movie Dataset
114,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?","Romance, Comedy","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.0/10.","Julia Roberts, Richard Gere, Ralph Bellamy, Jason Alexander, Héctor Elizondo",Garry Marshall,23-03-1990,en,7,1746,TMDB 5000 Movie Dataset
27578,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",thriller | ADVENTURE | action,not bad not great; audience_score:6.0; votes:2926,"Sylvester Stallone, Jason Statham, Dolph Lundgren, Eric Roberts, Randy Couture",Sylvester Stallone,03-08-2010,en,6,2926,TMDB 5000 Movie Dataset
79,Hero,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,"Drama, Adventure, Action, History","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.2/10.","Jet Li,  Tony Leung Chiu-Wai,  Maggie Cheung,  Donnie Yen,  Zhang Ziyi",Zhang Yimou,19-12-2002,zh,7.2,635,TMDB 5000 Movie Dataset
64686,47 Ronin,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.","Drama, Action, Adventure, Fantasy",Average audience response; divisive movie with rating 5.9/10.,"Keanu Reeves, Hiroyuki Sanada, Kou Shibasaki, Tadanobu Asano, Min Tanaka",Carl Rinsch,06-12-2013,en,5.9,1326,TMDB 5000 Movie Dataset
2118,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,CRIME / drama / MYSTERY / thriller,"user says: positive review: impressive movie, worth watching; vote_avg=7.7; votes=1310!!!",not available,Curtis Hanson,19-09-1997,en,7.7,1310,TMDB 5000 Movie Dataset
453,A Beautiful Mind,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..","Drama, Romance","positive review: impressive movie, worth watching; vote_avg=7.7; votes=3009","Russell Crowe,  Ed Harris,  Jennifer Connelly,  Christopher Plummer,  Paul Bettany",Ron Howard,11-12-2001,en,7.7,3009,TMDB 5000 Movie Dataset
9016,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!","Adventure, Animation, Family, Fantasy, Science Fiction","user says: review: okay/good film, some issues; rating=7.2!!!","Joseph Gordon-Levitt, Brian Murray, David Hyde Pierce, Emma Thompson, Michael Wincott","Ron Clements, John Musker",26-11-2002,en,7.2,948,TMDB 5000 Movie Dataset
116745,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,"Adventure, Comedy, Drama, Fantasy","review: okay/good film, some issues; rating=7.0","Ben Stiller, Kristen Wiig, Patton Oswalt, Shirley MacLaine, Adam Scott",Ben Stiller,not available,en,7,3144,TMDB 5000 Movie Dataset
4248,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",Comedy,Average audience response; divisive movie with rating 5.4/10.,"Anna Faris, Marlon Wayans, James DeBello, Shawn Wayans, David Cross",Keenen Ivory Wayans,04-07-2001,en,5.4/10,982,TMDB 5000 Movie Dataset
